연도,시도,학제,학급수,학급수_특수,학생수,학업중단자_전체,자퇴_전체,전출_전체,전입_전체,학업중단률_급,다문화학생_계,국제결혼_국내출생_전체,국제결혼_중도입국_전체,외국인가정_전체,해외출국_급,학생1인당_교지면적,학생1인당_건물면적,일반교실수,교과교실수,특별교실수,학급당_학생수_급,특수학급_비율_급,다문화_비율_급,중도입국_비율_급,외국인가정_비율_급,해외출국_비율_급,자퇴_비율_급,교실_학생당,GRDP_1인당,사교육_참여율,사교육비_1인당_만원,교원1인당_학생수,학력향상_억원,학력향상_세출비중,학력향상_학생당_천원,누리과정_억원,누리과정_학생당_천원,누리과정_세출비중,다문화이탈주민_억원,다문화이탈주민_학생당_천원,다문화이탈주민_세출비중,돌봄교실_억원,돌봄교실_학생당_천원,돌봄교실_세출비중,미달률_중_실측,미달률_고_실측,실측미달률,위험도_pct,위험도_점수
2023,경기,중,13801,750,377087,3302,0,8568,8489,0.9,10841,6343,1028,3470,1309,23.897649614014803,15.671099772731491,14337,1454,4819,27.323164988044343,5.434388812404898,2.8749333708136318,0.27261613367737414,0.9202120465568955,0.34713474609307665,0.0,54.65582213123232,39969.0,81.9,46.9,14.87,1534.23405,0.6869342414629195,103.61615530597224,10531.7475296,711.2729558246493,4.715459157307031,128.3897919,8.670943404763996,0.0574849347858031,532.069991,35.93392209037678,0.2382277304253333,,,,8.986,43.81
2024,경기,중,14108,812,379942,3308,0,9528,9389,0.9,12463,7157,1150,4156,1184,23.93337930526238,15.837833142953398,14631,1406,4816,26.930961156790474,5.755599659767508,3.2802375099357266,0.30267777713440475,1.0938511667570312,0.31162651141490016,0.0,54.88469292681514,39969.0,82.7,51.3,14.41,370.78152,0.1680982292431666,25.27410754028006,10813.2313554,737.0776519129322,4.902307545530928,165.7158371,11.29592404711252,0.0751292534052372,1736.2492928,118.3504273432031,0.7871493478002364,,,,10.191,50.42
2012,경기,초,28664,1158,775163,6124,0,69443,67958,0.8,7602,6100,915,587,5046,22.38685282966292,11.203019235954244,0,0,0,27.04308540329333,4.039910689366453,0.9806969630903436,0.11803968971687245,0.07572600859432145,0.6509598626353424,0.0,0.0,26007.0,70.9,24.9,19.57,,,,,,,,,,,,,2.6666666666666665,4.666666666666667,,,
2013,경기,초,28580,1212,739619,5627,0,58284,58329,0.7,8986,6969,1018,999,4521,23.718398256399578,11.98687702722618,0,0,0,25.87890132960112,4.2407277816655,1.2149498593194605,0.1376384327606511,0.13506954256177844,0.6112606625843847,0.0,0.0,27492.0,72.0,25.3,19.05,41.5539042,0.0375275710970025,2.5056336305843097,,,,,,,,,,3.7,4.766666666666667,,,
2014,경기,초,29070,1224,732307,5327,0,52176,51805,0.7,11617,9231,1105,1281,4310,24.080690202333173,12.31220512708468,0,0,0,25.191159270725834,4.2105263157894735,1.5863565417236214,0.15089299979380233,0.174926635960055,0.5885509765713014,0.0,0.0,28638.0,72.8,26.0,18.24,68.3744098,0.0563211256908921,4.207933063900208,,,,,,,,,,3.533333333333333,5.083333333333334,,,
2015,경기,초,28975,1200,733359,5045,0,50760,50554,0.7,14120,10660,1385,2075,3919,22.220512736599677,12.670753341814857,30841,1656,5645,25.310060396893874,4.141501294219154,1.925387156904054,0.1888570263677135,0.28294464239206174,0.5343903872455373,0.0,52.00999783189406,30748.0,72.3,26.5,17.9,31.931158,0.0255723399484247,2.011129019356651,,,,,,,,,,3.3666666666666667,5.400000000000001,,,
2016,경기,초,29084,1206,727380,5083,0,51766,51414,0.7,17758,12643,1541,3574,3905,22.621306607275425,13.081966784899228,31437,1582,5962,25.00962728648054,4.14660981983221,2.441364898677445,0.21185625120294757,0.4913525255024884,0.5368583133987737,0.0,53.59097033187605,32336.0,71.5,27.9,17.47,35.2813563,0.0264012843192277,2.278008078611502,,,,,,,,,,3.8,5.7,,,
2017,경기,초,29365,1261,733941,5104,0,47311,48639,0.7,19513,14240,1639,3634,3620,35.05879355425027,13.297225526302524,32018,1626,6202,24.99373403711902,4.2942278222373576,2.65866057353384,0.22331495310930985,0.49513516754071507,0.4932276572640035,0.0,54.2904674898936,35307.0,74.0,28.7,16.96,41.0210385,0.028932064619421,2.6923122386186726,,,,,,,,,,,,,,
2018,경기,초,30119,1321,752499,5650,0,47738,51292,0.8,22183,15784,1691,4708,3761,22.38061180147748,13.343751951829836,32973,1722,6223,24.984196022444305,4.385935788040771,2.9479108942337464,0.22471790660186924,0.625648671958368,0.49980132863963933,0.0,54.37615199488637,36821.0,76.1,32.1,16.57,63.0786708,0.0398050538591144,4.194213937344784,,,,,,,,,,,,,,
2019,경기,초,31148,1404,769744,6528,0,53089,58377,0.9,25535,17736,1720,6079,4454,22.15169978590285,13.492301336548255,34130,1818,6383,24.712469500449465,4.507512520868113,3.3173366729717935,0.22345091355047914,0.7897430834147456,0.5786339354382756,0.0,54.993608264565886,36064.0,78.3,35.8,16.15,70.4618335,0.0402209259248688,4.738701222103859,,,,,,,,,,,,,,
2020,경기,초,31292,1520,761731,6422,0,54472,55566,0.8,27061,18138,1725,7198,4206,22.694485323559103,14.119380726266884,34913,1909,6576,24.342675444202992,4.857471558225745,3.5525664571876425,0.22645789655403284,0.9449530083454658,0.5521634277717462,0.0,56.97286837479373,36521.0,68.4,31.6,15.81,150.6709049,0.0869688392295393,10.216036300714585,,,,,,,,,,,,,,
2021,경기,초,31670,1578,763912,4528,0,59839,62952,0.6,29159,19096,1707,8356,2074,22.97611766800365,14.609508686864457,35806,1935,6741,24.120997789706347,4.982633407009788,3.8170626983212728,0.22345505765061943,1.0938432699054341,0.27149724051985047,0.0,58.22922011959493,38879.0,77.6,39.3,15.47,743.0247442,0.4013421255840333,49.954332920086486,,,,,,,,,,,,,,
2022,경기,초,32768,1713,767346,5670,0,54591,56398,0.7,30331,18859,1844,9628,2683,22.97140794374376,14.904636239714549,36503,1938,6630,23.41754150390625,5.2276611328125,3.9527149421512595,0.24030880463311205,1.254714300980262,0.3496467043550106,0.0,58.73621547515723,39969.0,82.1,44.6,14.98,1436.89592,0.7485430472442876,96.52757180303992,11068.1263979,743.5328827424146,5.7658797313371215,107.3579822,7.212077918239188,0.0559275519008961,470.9867388,31.63987426994477,0.2453579579187623,,,,,
2023,경기,초,32623,1818,754484,6866,0,40565,39818,0.9,32818,18927,2039,11852,3605,23.568063736275388,15.501711103217565,36833,2037,6768,23.127364129601816,5.572755417956656,4.349727760959808,0.2702509264609985,1.5708749290906103,0.4778099999469836,0.0,60.48902296138818,39969.0,81.9,46.9,14.87,1534.23405,0.6869342414629195,103.61615530597224,10531.7475296,711.2729558246493,4.715459157307031,128.3897919,8.670943404763996,0.0574849347858031,532.069991,35.93392209037678,0.2382277304253333,,,,,
2024,경기,초,33335,1925,726583,6411,0,45916,46375,0.8,34541,18907,2122,13512,3222,25.104136760700428,18.45075510987733,37454,2047,6742,21.796400179991,5.774711264436778,4.753895976096331,0.29205197479159295,1.8596636585221509,0.44344555267601915,0.0,63.64448383735925,39969.0,82.7,51.3,14.41,370.78152,0.1680982292431666,25.27410754028006,10813.2313554,737.0776519129322,4.902307545530928,165.7158371,11.29592404711252,0.0751292534052372,1736.2492928,118.3504273432031,0.7871493478002364,,,,,
2012,경남,고,4061,95,129209,2331,0,1492,1436,1.8,229,189,32,8,127,33.495847812458884,14.40845451942202,0,0,0,31.81704013789707,2.3393252893376015,0.177232236144541,0.02476607666648608,0.00619151916662152,0.09829036677011663,0.0,0.0,30124.0,68.6,21.2,17.53,,,,,,,,,,,,,2.0,2.4,2.4,1.781,4.27
2013,경남,고,4084,105,127457,2089,2005,1286,1155,1.6,272,227,16,29,158,35.48187231772284,14.84645802113654,0,0,0,31.208863858961802,2.571008814887365,0.21340530531865648,0.012553253254038617,0.022752771522944994,0.12396337588363134,1.5730795483967144,0.0,30416.0,67.3,20.8,16.87,94.8914681,0.2420601916758499,21.459481827906167,,,,,,,,,,3.1,3.033333333333333,3.033333333333333,2.206,6.61
2014,경남,고,4082,136,123853,1680,1593,1117,1118,1.3,419,388,26,5,137,36.71074580349285,15.525768451309212,0,0,0,30.34125428711416,3.3317001469867713,0.33830428007395863,0.020992628357811276,0.004037043914963707,0.11061500327000558,1.286202191307437,0.0,30555.0,67.1,20.3,16.43,31.2018714,0.0738981578673134,7.269333963925764,,,,,,,,,,3.5166666666666666,3.5166666666666666,3.5166666666666666,2.204,6.6
2015,경남,고,4036,116,120084,1416,1344,1167,1130,1.1,604,521,21,62,124,38.19154924885913,16.12115685686686,3982,654,1436,29.753221010901882,2.8741328047571852,0.5029812464608108,0.0174877585690017,0.0516305252989574,0.1032610505979148,1.1192165484161087,50.564604776656346,32007.0,66.9,20.4,15.98,18.7730832,0.0457990666038872,4.513943124520607,,,,,,,,,,3.9333333333333336,4.0,4.0,2.903,10.43
2016,경남,고,4027,115,117575,1356,1260,1063,1071,1.1,656,564,22,70,126,39.04478843291516,16.531328938975122,3957,679,1435,29.196672460888998,2.85572386391855,0.5579417393153306,0.018711460769721452,0.05953646608547736,0.10716563895385924,1.0716563895385924,51.63512651499043,32758.0,65.2,20.9,15.46,31.0206411,0.0697094624931741,7.710803875705007,,,,,,,,,,3.4333333333333336,5.033333333333334,5.033333333333334,3.208,12.1
2017,경남,고,3964,97,111618,1481,1397,1078,1070,1.3,654,600,36,18,73,41.02272930889283,17.658433227615618,3875,764,1441,28.15792129162462,2.4470232088799193,0.5859270010213407,0.032252862441541685,0.016126431220770843,0.06540163772868175,1.251590245300937,54.471501012381516,32789.0,70.0,22.1,15.03,33.4337077,0.0692564871818242,8.527266807794327,,,,,,,,,,,,,2.914,10.49
2018,경남,고,4003,141,102461,1466,1394,1069,1106,1.3,657,587,50,20,47,44.29984091507988,19.34051004772548,3827,801,1464,25.596052960279792,3.5223582313265047,0.6412195859888152,0.04879905525029036,0.01951962210011614,0.045871111935272935,1.360517660378095,59.45676891695377,32993.0,70.3,22.6,14.62,34.9896597,0.0659137587597016,9.104114116067525,,,,,,,,,,,,,3.45,13.43
2019,경남,고,3896,129,93849,1350,1295,1033,1065,1.3,675,585,54,36,56,48.08327206469968,21.266651749086297,3794,845,1479,24.088552361396303,3.3110882956878847,0.7192404820509541,0.057539238564076334,0.038359492376050894,0.059670321473856945,1.3798761840829419,65.18982621018871,34040.0,72.0,24.8,14.24,31.7153152,0.0525154078990071,8.409806667851074,,,,,,,,,,,,,4.245,17.79
2020,경남,고,3929,141,89026,1301,1264,1051,1138,1.4,755,604,93,58,32,50.66448003953901,22.66573809898232,3766,873,1496,22.658691779078644,3.588699414609316,0.848066856873273,0.10446386448902567,0.06514950688562891,0.03594455552310561,1.4198099431626716,68.91245254195404,33186.0,64.8,24.1,13.71,48.4221139,0.0816995771784337,13.050410846299176,,,,,,,,,,,,,5.144,22.73
2021,경남,고,3792,137,86627,920,900,919,1032,1.0,880,704,83,93,4,52.11178962679072,23.33194038810071,3733,850,1514,22.84467299578059,3.6128691983122367,1.0158495619148764,0.09581308368060766,0.10735682870236764,0.004617498008703983,1.0389370519583963,70.38221339767048,34046.0,72.7,27.6,13.46,255.0783988,0.4205591863114611,68.8766295927267,,,,,,,,,,,,,5.919,26.98
2022,경남,고,3767,146,84613,1104,1090,1173,1258,1.3,1054,818,100,136,6,53.426412017065935,24.03811471050548,3713,817,1579,22.461640562782055,3.875763206795859,1.2456714689232151,0.11818514885419498,0.16073180244170515,0.007091108931251699,1.2882181225107254,72.1993074350277,36501.0,75.3,31.1,13.02,327.9232,0.5420604446923328,89.33460101941576,2713.8167243,739.3125411839061,4.485967142268519,38.1047544,10.38070204019364,0.0629875535337424,205.4384277,55.966640886145264,0.3395918479569474,,,,7.588,36.14
2023,경남,고,3818,153,86752,1348,1324,1131,1178,1.6,1542,1250,117,175,15,52.776846643305056,23.70475608631501,3766,809,1588,22.721843897328444,4.007333682556312,1.7774806344522318,0.1348672076724456,0.2017244559203246,0.01729066765031354,1.5261895979343416,71.0415898192549,36501.0,74.9,32.4,12.75,427.08705,0.5942832608878958,118.06334037330268,2325.9124003,642.9719360376398,3.2364615264964764,38.1687367,10.55131161816091,0.0531110491644443,238.2243569,65.85440446835331,0.331484524387836,,,,9.193,44.94
2024,경남,고,3896,160,89398,1428,1405,1249,1327,1.6,2169,1783,149,237,15,51.12081925770151,23.18716302378129,3852,774,1597,22.946098562628336,4.1067761806981515,2.4262287746929463,0.16667039531085706,0.2651066019374035,0.016778898856797692,1.5716235262533838,69.61005839056803,36501.0,78.4,37.6,12.52,209.94744,0.2958297766238124,59.12779871238108,2221.5117519,625.6475416110444,3.1302564362382843,47.5185218,13.382709463379465,0.0669567282629774,138.3997932,38.97773230368881,0.1950144279308089,,,,11.529,57.76
2012,경남,중,4104,169,127510,810,0,3718,3547,0.6,660,617,38,5,262,30.2361932397459,12.135009018900478,0,0,0,31.069688109161792,4.117933723196881,0.5176064622382558,0.029801584189475334,0.003921261077562544,0.20547408046427731,0.0,0.0,30124.0,68.6,21.2,17.53,,,,,,,,,,,,,2.0,2.4,2.0,2.356,7.43
2013,경남,중,4070,178,124566,736,0,3173,2962,0.6,746,656,33,57,285,31.37195542925036,12.61865998747652,0,0,0,30.605896805896805,4.3734643734643734,0.5988793089607116,0.0264919801550985,0.04575887481335196,0.2287943740667598,0.0,0.0,30416.0,67.3,20.8,16.87,94.8914681,0.2420601916758499,21.459481827906167,,,,,,,,,,3.1,3.033333333333333,3.1,2.682,9.22
2014,경남,중,3938,189,118400,651,0,2915,2682,0.5,814,750,38,26,255,33.04700168918919,13.394611486486486,0,0,0,30.066023362112748,4.799390553580498,0.6875,0.03209459459459459,0.02195945945945946,0.21537162162162163,0.0,0.0,30555.0,67.1,20.3,16.43,31.2018714,0.0738981578673134,7.269333963925764,,,,,,,,,,3.5166666666666666,3.5166666666666666,3.5166666666666666,2.71,9.37
2015,경남,중,3726,184,108732,476,0,2682,2362,0.4,1026,905,49,72,193,35.56080086818968,14.764963396240296,3573,604,1722,29.18196457326892,4.938271604938271,0.9436044586690211,0.04506493028731192,0.06621785674870323,0.1775006437847184,0.0,54.2526579111945,32007.0,66.9,20.4,15.98,18.7730832,0.0457990666038872,4.513943124520607,,,,,,,,,,3.9333333333333336,4.0,3.9333333333333336,3.169,11.89
2016,경남,중,3566,179,99401,399,0,2419,2214,0.4,950,789,74,87,176,38.50777155159405,16.5673584772789,3463,685,1705,27.874649467190128,5.019629837352777,0.9557247915010916,0.07444593112745344,0.08752427037957365,0.17706059295178117,0.0,58.88270741743041,32758.0,65.2,20.9,15.46,31.0206411,0.0697094624931741,7.710803875705007,,,,,,,,,,3.4333333333333336,5.033333333333334,3.4333333333333336,3.48,13.6
2017,경남,중,3513,168,93843,342,0,2091,2051,0.3,960,820,79,61,131,41.3641187941562,17.78130494549407,3407,748,1693,26.713065755764305,4.782237403928266,1.0229851986829066,0.08418315697494752,0.06500218449964303,0.1395948552369383,0.0,62.31684835310039,32789.0,70.0,22.1,15.03,33.4337077,0.0692564871818242,8.527266807794327,,,,,,,,,,,,,3.437,13.36
2018,경남,중,3566,180,90851,358,0,2022,2024,0.4,1061,869,94,98,127,42.16443407337289,18.417122541303893,3416,783,1658,25.477005047672463,5.047672462142456,1.16784625375615,0.10346611484738748,0.10786892824514865,0.1397893253789171,0.0,64.46819517671793,32993.0,70.3,22.6,14.62,34.9896597,0.0659137587597016,9.104114116067525,,,,,,,,,,,,,3.829,15.51
2019,경남,중,3583,179,88668,374,0,1939,1841,0.4,1371,1126,93,152,115,43.28761221635765,19.17679433391979,3490,743,1623,24.74686017303935,4.99581356405247,1.5462173501150358,0.1048856408174313,0.1714259935940813,0.12969729778499572,0.0,66.04411963729868,34040.0,72.0,24.8,14.24,31.7153152,0.0525154078990071,8.409806667851074,,,,,,,,,,,,,4.41,18.7
2020,경남,중,3708,200,91164,410,0,1979,1892,0.5,2001,1644,132,225,126,42.255769821420735,19.02741213636962,3551,794,1619,24.585760517799354,5.393743257820928,2.194945373173621,0.14479399763064368,0.24680795050677898,0.13821245228379625,0.0,65.42056074766354,33186.0,64.8,24.1,13.71,48.4221139,0.0816995771784337,13.050410846299176,,,,,,,,,,,,,5.628,25.38
2021,경남,중,3770,204,94538,228,0,1856,1873,0.3,2801,2385,161,255,45,40.82997313249699,18.764094861325603,3720,724,1611,25.076392572944297,5.411140583554377,2.962829761577355,0.17030188918741668,0.26973280585584636,0.04759990691573759,0.0,64.04831919439802,34046.0,72.7,27.6,13.46,255.0783988,0.4205591863114611,68.8766295927267,,,,,,,,,,,,,6.254,28.82
2022,경남,중,3817,210,95037,285,0,2013,1970,0.3,3386,2925,171,290,54,40.57230341866852,18.775971463745694,3781,672,1596,24.898349489127586,5.501702908042966,3.562822900554521,0.17992992203036712,0.3051443122152425,0.05681997537801067,0.0,63.648894641034545,36501.0,75.3,31.1,13.02,327.9232,0.5420604446923328,89.33460101941576,2713.8167243,739.3125411839061,4.485967142268519,38.1047544,10.38070204019364,0.0629875535337424,205.4384277,55.966640886145264,0.3395918479569474,,,,6.877,32.24
2023,경남,중,3859,219,93392,420,0,1784,1677,0.4,3568,3001,195,372,82,41.14195005996231,19.35584418365599,3799,710,1589,24.201088364861363,5.67504534853589,3.8204557135514823,0.20879732739420936,0.3983210553366455,0.08780195305807778,0.0,65.29467192050711,36501.0,74.9,32.4,12.75,427.08705,0.5942832608878958,118.06334037330268,2325.9124003,642.9719360376398,3.2364615264964764,38.1687367,10.55131161816091,0.0531110491644443,238.2243569,65.85440446835331,0.331484524387836,,,,7.662,36.54
2024,경남,중,3909,226,93928,428,0,1988,1721,0.5,3806,3162,175,469,83,40.89779405502087,19.29492802998041,3820,699,1571,24.028651829112306,5.781529803018675,4.0520398603185415,0.18631292053487777,0.49931862703347246,0.08836555659654204,0.0,64.83689634613746,36501.0,78.4,37.6,12.52,209.94744,0.2958297766238124,59.12779871238108,2221.5117519,625.6475416110444,3.1302564362382843,47.5185218,13.382709463379465,0.0669567282629774,138.3997932,38.97773230368881,0.1950144279308089,,,,8.16,39.28
2012,경남,초,8683,381,202320,646,0,15055,14754,0.3,2178,2064,84,30,487,34.304843811783314,13.548092131277183,0,0,0,23.300702522169757,4.3878843717609115,1.0765124555160144,0.04151838671411625,0.01482799525504152,0.24070778964017397,0.0,0.0,30124.0,68.6,21.2,17.53,,,,,,,,,,,,,2.0,2.4,,,
2013,경남,초,8640,375,190166,564,0,11986,11469,0.3,2592,2326,108,158,450,36.53800363892599,14.741878148564938,0,0,0,22.009953703703705,4.340277777777778,1.363019677544882,0.056792486564370075,0.0830853044182451,0.23663536068487534,0.0,0.0,30416.0,67.3,20.8,16.87,94.8914681,0.2420601916758499,21.459481827906167,,,,,,,,,,3.1,3.033333333333333,,,
2014,경남,초,8620,378,186973,567,0,11375,11111,0.3,3520,3334,101,85,441,37.28186957475143,15.156482486776165,0,0,0,21.690603248259862,4.385150812064966,1.8826247640033589,0.05401849464896001,0.04546110935803565,0.23586293208110262,0.0,0.0,30555.0,67.1,20.3,16.43,31.2018714,0.0738981578673134,7.269333963925764,,,,,,,,,,3.5166666666666666,3.5166666666666666,,,
2015,경남,초,8703,363,187075,487,0,11568,11449,0.3,4760,4345,147,268,358,38.24808231992516,15.748774555659494,9122,338,2040,21.49546133517178,4.1709755256808,2.5444340505144996,0.07857811038353602,0.14325805158358948,0.19136709875718297,0.0,61.472671388480556,32007.0,66.9,20.4,15.98,18.7730832,0.0457990666038872,4.513943124520607,,,,,,,,,,3.9333333333333336,4.0,,,
2016,경남,초,8742,365,185325,491,0,12693,12393,0.3,6132,5393,228,511,348,38.69931741535141,16.221389450964523,9193,366,2068,21.199382292381607,4.175245939144361,3.3087818696883855,0.12302711452853096,0.2757318224740321,0.1877782274382841,0.0,62.73843248347498,32758.0,65.2,20.9,15.46,31.0206411,0.0697094624931741,7.710803875705007,,,,,,,,,,3.4333333333333336,5.033333333333334,,,
2017,경남,초,8870,373,186619,440,0,10253,9113,0.2,6841,6298,261,282,279,38.13282677540872,16.279499943735633,9443,394,2037,21.03934611048478,4.205186020293123,3.6657575059345513,0.13985714209164127,0.15111001559326756,0.14950246223589236,0.0,63.62696188490989,32789.0,70.0,22.1,15.03,33.4337077,0.0692564871818242,8.527266807794327,,,,,,,,,,,,,,
2018,경남,초,9022,410,191016,537,0,10387,10760,0.3,7741,7116,198,427,276,37.58690371487205,16.13761150898354,9609,387,2022,21.172245621813346,4.5444469075592995,4.052540101352766,0.10365623822088202,0.22354148343594255,0.14449051388365372,0.0,62.91619550194748,32993.0,70.3,22.6,14.62,34.9896597,0.0659137587597016,9.104114116067525,,,,,,,,,,,,,,
2019,경남,초,9161,433,194606,581,0,9359,9252,0.3,8635,7795,260,580,251,36.68491721735198,16.189115443511504,9848,424,2042,21.242877415129353,4.726558236000437,4.437170488063061,0.13360328047439443,0.2980380872121106,0.12897855153489615,0.0,63.276569067757414,34040.0,72.0,24.8,14.24,31.7153152,0.0525154078990071,8.409806667851074,,,,,,,,,,,,,,
